movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,Along the Roadside,2013,English,USA,Color,Comedy|Music|Romance,7.1,,Zoran Lisinac,330,2,17,,3,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,,,,          
,Side Effects,2013,English,USA,Color,Crime|Drama|Thriller,7.1,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,Steven Soderbergh,148334,274,450,R,0,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,,,,          
,Aroused,2013,English,USA, Black and White,Documentary,5.3,aroused|photography|pornography documentary|pornstar,Deborah Anderson,502,9,16,,0,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,,,,          
,The Brain That Sings,2013,Arabic,United Arab Emirates,Color,Documentary|Family,8.2,autism|middle east|music therapy|united arab emirates,Amal Al-Agroobi,18,,,,1,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,,,,          
,Cheap Thrills,2013,English,USA,Color,Comedy|Crime|Drama|Horror|Thriller,6.8,cocaine|extramarital affair|sex|shooting|violence,E.L. Katz,12796,52,193,Not Rated,3,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,,,,          
,Echo Dr.,2013,English,USA,Color,Action|Drama|Sci-Fi|Thriller,3.6,android|artificial intelligence|home invasion|security system|tech noir,Patrick Ryan Sims,101,1,5,,2,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,,,,          
,The Dirties,2013,English,Canada,Color,Crime|Drama|Thriller,6.7,best friend|bully|friend|revenge|school,Matt Johnson,3885,40,73,Not Rated,0,http://www.imdb.com/title/tt2334896/?ref_=fn_tt_tt_1,,,,          
,Bending Steel,2013,English,USA,Color,Documentary,7.9,,Dave Carroll,53,10,10,,0,http://www.imdb.com/title/tt2181837/?ref_=fn_tt_tt_1,,,,          
,This Is Martin Bonner,2013,English,USA,Color,Drama,6.6,estranged daughter|friendship|nevada|prisoner|unlikely friendship,Chad Hartigan,733,7,34,R,0,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,,,,          
,A True Story,2013,English,USA,Color,Comedy,5.5,ellipsis in title|long title|period in title|punctuation in title|title ends with period,Malcolm Goodwin,181,4,,,5,http://www.imdb.com/title/tt1524083/?ref_=fn_tt_tt_1,,,,          
,Her Cry: La Llorona Investigation,2013,English,USA,Color,Horror,5.4,la llorona|weeping,Damir Catic,23,2,,Not Rated,0,http://www.imdb.com/title/tt2469216/?ref_=fn_tt_tt_1,,,,          
,Dry Spell,2013,English,USA,Color,Comedy|Romance,3.3,anti romantic comedy|dating|divorce|sex comedy|sex scene,Travis Legge,114,3,1,,1,http://www.imdb.com/title/tt2375036/?ref_=fn_tt_tt_1,,,,          
,Signed Sealed Delivered,2013,English,Canada,Color,Comedy|Drama,7.7,fraud|postal worker|prison|theft|trial,Scott Smith,629,6,1,,2,http://www.imdb.com/title/tt3000844/?ref_=fn_tt_tt_1,,,,          
,A Plague So Pleasant,2013,English,USA,Color,Drama|Horror|Thriller,6.3,,Benjamin Roberds,38,3,13,,0,http://www.imdb.com/title/tt2107644/?ref_=fn_tt_tt_1,,,,          
,The Returned            ,2013,French,France,Color,Drama|Fantasy|Horror|Mystery,8.3,france|living dead|serial killer|small town|supernatural,,15762,47,23,TV-MA,9,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,,,,          
,Hit the Floor            ,2013,English,USA,Color,Drama|Romance,7,affair|hip hop|sex scene,,1641,11,3,,4,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1,,,,          
,The Family            ,2013,English,USA,Color,Drama|Mystery,7.5,family drama|lie|missing child|political campaign|secret,,3322,30,9,TV-PG,4,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,,,,          
,Spartacus: War of the Damned            ,2013,English,USA,Color,Action|Adventure|Biography|Drama|History,8.6,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,,173172,302,68,TV-MA,2,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,,,,          
,The Following            ,2013,English,USA,Color,Crime|Drama|Mystery|Thriller,7.5,cult|fbi|hideout|prison escape|serial killer,,73839,359,43,TV-14,1,http://www.imdb.com/title/tt2071645/?ref_=fn_tt_tt_1,,,,          
,The Hobbit: The Battle of the Five Armies,2014,English,New Zealand,Color,Adventure|Fantasy,7.5,army|elf|hobbit|middle earth|orc,Peter Jackson,354228,802,422,PG-13,0,http://www.imdb.com/title/tt2310332/?ref_=fn_tt_tt_1,,,,          
,Transformers: Age of Extinction,2014,English,USA,Color,Action|Adventure|Sci-Fi,5.7,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,Michael Bay,242420,918,378,PG-13,2,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,,,,          
,The Amazing Spider-Man 2,2014,English,USA,Color,Action|Adventure|Fantasy|Sci-Fi,6.7,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,Marc Webb,321227,1067,495,PG-13,0,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,,,,          
,X-Men: Days of Future Past,2014,English,USA,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,8,dystopia|super strength|supernatural power|time paradox|time travel,Bryan Singer,514125,752,539,PG-13,7,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,,,,          
,Edge of Tomorrow,2014,English,USA,Color,Action|Adventure|Sci-Fi,7.9,alien|combat|dying repeatedly|end of the world|time loop,Doug Liman,431620,741,585,PG-13,1,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,,,,          
,Maleficent,2014,English,USA,Color,Action|Adventure|Family|Fantasy|Romance,7,curse|dark fantasy|fairy|king|kingdom,Robert Stromberg,252257,634,401,PG,2,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,,,,          
,Dawn of the Planet of the Apes,2014,English,USA,Color,Action|Adventure|Drama|Sci-Fi,7.6,ape|dam|leader|post apocalypse|sequel,Matt Reeves,317542,620,521,PG-13,0,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,,,,          
,Captain America: The Winter Soldier,2014,English,USA,Color,Action|Adventure|Sci-Fi,7.8,conspiracy|heroism|megalomaniac|super soldier|world domination,Anthony Russo,496749,742,576,PG-13,1,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,,,,          
,Big Hero 6,2014,English,USA,Color,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,7.9,high tech|martial arts|masked man|robot|superhero,Don Hall,279093,433,384,PG,0,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,,,,          
,Guardians of the Galaxy,2014,English,USA,Color,Action|Adventure|Sci-Fi,8.1,bounty hunter|outer space|raccoon|talking animal|tree,James Gunn,682155,1097,653,PG-13,3,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,,,,          
,Interstellar,2014,English,USA,Color,Adventure|Drama|Sci-Fi,8.6,black hole|father daughter relationship|saving the world|space travel|wormhole,Christopher Nolan,928227,2725,712,PG-13,1,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,,,,          
,Mr. Peabody & Sherman,2014,English,USA,Color,Adventure|Animation|Comedy|Family|Sci-Fi,6.9,dog|father son relationship|inventor|talking dog|time travel,Rob Minkoff,47900,130,196,PG,2,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,,,,          
,Exodus: Gods and Kings,2014,English,UK,Color,Action|Adventure|Drama,6.1,egypt|exodus|moses|pharaoh|plague,Ridley Scott,128682,657,314,PG-13,0,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,,,,          
,How to Train Your Dragon 2,2014,English,USA,Color,Action|Adventure|Animation|Comedy|Family|Fantasy,7.9,dragon|father son relationship|husband wife relationship|mother son relationship|viking,Dean DeBlois,221128,343,292,PG,5,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,,,,          
,Penguins of Madagascar,2014,English,USA,Color,Adventure|Animation|Comedy|Family,6.7,little girl|park|spy|statue of liberty|television van,Eric Darnell,60230,118,153,PG,0,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,,,,          
,Noah,2014,English,USA,Color,Action|Adventure|Drama,5.8,ark|flood|noah's ark|water|wrath of god,Darren Aronofsky,200022,1240,434,PG-13,2,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,,,,          
,Night at the Museum: Secret of the Tomb,2014,English,USA,Color,Adventure|Comedy|Family|Fantasy,6.2,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,Shawn Levy,67223,126,154,PG,7,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,,,,          
,The Hunger Games: Mockingjay - Part 1,2014,English,USA,Color,Adventure|Sci-Fi|Thriller,6.7,based on young adult novel|manipulation|rebellion|symbol|uprising,Francis Lawrence,305008,591,403,PG-13,1,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,,,,          
,Rio 2,2014,English,USA,Color,Adventure|Animation|Comedy|Family|Musical,6.4,amazon|bird|father in law|jungle|no opening credits,Carlos Saldanha,58498,99,159,G,0,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,,,,          
,RoboCop,2014,English,USA,Color,Action|Crime|Sci-Fi|Thriller,6.2,law enforcement|police|robocop|robot|technology,José Padilha,182899,630,492,PG-13,0,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,,,,          
,Teenage Mutant Ninja Turtles,2014,English,USA,Color,Action|Adventure|Comedy|Sci-Fi,5.9,18 wheeler|mutant|ninja|sewer|turtle,Jonathan Liebesman,167085,491,348,PG-13,0,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,,,,          
,300: Rise of an Empire,2014,English,USA,Color,Action|Drama|Fantasy|War,6.2,army|commander|female rear nudity|greek|navy,Noam Murro,225273,523,366,R,0,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,,,,          
,Hercules,2014,English,USA,Color,Action|Adventure,6,army|greek mythology|hercules|king|mercenary,Brett Ratner,115687,269,245,PG-13,0,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,,,,          
,The Expendables 3,2014,English,USA,Color,Action|Adventure|Thriller,6.1,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,Patrick Hughes,127258,351,320,PG-13,15,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,,,,          
,Seventh Son,2014,English,USA,Color,Action|Adventure|Fantasy,5.5,apprentice|demon|exorcism|master apprentice relationship|witch,Sergey Bodrov,54501,154,175,PG-13,4,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,,,,          
,Transcendence,2014,English,UK,Color,Drama|Mystery|Romance|Sci-Fi|Thriller,6.3,artificial intelligence|consciousness|power outage|scientist|technology,Wally Pfister,172707,462,355,PG-13,1,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,,,,          
,Divergent,2014,English,USA,Color,Adventure|Mystery|Sci-Fi,6.7,army|brother sister relationship|dystopia|father son relationship|narrated by character,Neil Burger,341058,713,459,PG-13,2,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,,,,          
,Fury,2014,English,USA,Color,Action|Drama|War,7.6,battle|battlefield|brutality|combat|tank,David Ayer,303185,701,406,R,4,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,,,,          
,Pompeii,2014,English,Canada,Color,Action|Adventure|Drama|History|Romance,5.6,arena|lava bomb|mount vesuvius|pompeii|slave,Paul W.S. Anderson,84508,308,272,PG-13,0,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,,,,          
,Hercules,2014,English,USA,Color,Action|Adventure,6,army|greek mythology|hercules|king|mercenary,Brett Ratner,115687,269,245,PG-13,0,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,,,,          
,The Monuments Men,2014,English,USA,Color,Drama|War,6.1,art|art expert|nazi stolen art|soldier|world war two,George Clooney,102248,403,371,PG-13,7,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,,,,          
,Dracula Untold,2014,English,USA,Color,Action|Drama|Fantasy|Horror|War,6.3,death of wife|dracula|tarantula|turk|vampire,Gary Shore,138582,423,261,PG-13,1,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,,,,          
,The Legend of Hercules,2014,English,USA,Color,Action|Adventure|Fantasy,4.2,ancient greece|forbidden love|hercules|king|slavery,Renny Harlin,44891,202,156,PG-13,0,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,,,,          
,Need for Speed,2014,English,USA,Color,Action|Crime|Drama|Thriller,6.5,cross country|custom car|illegal street racing|police officer crushed|street racing,Scott Waugh,136954,346,327,PG-13,1,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,,,,          
,Unbroken,2014,English,USA,Color,Biography|Drama|Sport|War,7.2,emaciation|male nudity|plane crash|prisoner of war|torture,Angelina Jolie Pitt,103589,351,322,PG-13,0,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,,,,          
,Annie,2014,English,USA,Color,Comedy|Drama|Family|Musical,5.2,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,Will Gluck,24735,213,176,PG,6,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,,,,          
,"I, Frankenstein",2014,English,Australia,Color,Action|Fantasy|Sci-Fi|Thriller,5.1,army|creature|demon|frankenstein|gargoyle,Stuart Beattie,65709,194,308,PG-13,0,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,,,,          
,Sin City: A Dame to Kill For,2014,English,USA, Black and White,Action|Crime|Thriller,6.5,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,Frank Miller,111102,239,339,R,3,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,,,,          
,Gone Girl,2014,English,USA,Color,Crime|Drama|Mystery|Thriller,8.1,based on novel|disappearance|missing person|missing wife|murder suspect,David Fincher,569841,1127,568,R,0,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,,,,          
,Jack Ryan: Shadow Recruit,2014,English,USA,Color,Action|Drama|Thriller,6.2,covert analyst|marine|russian|spy|stock market,Kenneth Branagh,99035,289,313,PG-13,3,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,,,,          
,The Boxtrolls,2014,English,USA,Color,Adventure|Animation|Comedy|Family|Fantasy,6.8,chase|puppet animation|red hat|stop motion animation|troll,Graham Annable,40883,122,219,PG,3,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,,,,          
,The Lego Movie,2014,English,Australia,Color,Action|Adventure|Animation|Comedy|Family|Fantasy,7.8,based on toy|dual personality|evil businessman|good cop bad cop|lego,Phil Lord,246698,471,435,PG,0,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,,,,          
,Winter's Tale,2014,English,USA,Color,Drama|Fantasy|Mystery|Romance,6.2,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,Akiva Goldsman,41288,126,189,PG-13,0,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,,,,          
,American Sniper,2014,English,USA,Color,Action|Biography|Drama|History|Thriller|War,7.3,assassin|death of child|iraq|sniper|sniper rifle,Clint Eastwood,325264,916,490,R,0,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,,,,          
,The Equalizer,2014,English,USA,Color,Action|Crime|Thriller,7.2,assassin|ex soldier|gangster|hanged man|mysterious past,Antoine Fuqua,229574,436,292,R,0,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,,,,          
,Paddington,2014,English,UK,Color,Animation|Comedy|Family|Fantasy,7.2,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,Paul King,49207,174,224,PG,0,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,,,,          
,Muppets Most Wanted,2014,English,USA,Color,Adventure|Comedy|Crime|Family|Musical,6.4,europe|frog|gulag|prison break|puppet,James Bobin,24285,110,277,PG,4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,,,,          
,22 Jump Street,2014,English,USA,Color,Action|Comedy|Crime,7.1,college|drugs|hidden camera|tattoo|undercover,Phil Lord,258186,322,330,R,2,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,,,,          
,Into the Woods,2014,English,USA,Color,Adventure|Comedy|Drama|Fantasy|Musical,6,based on stage musical|cinderella|little red riding hood|singing|witch,Rob Marshall,101178,779,321,PG,1,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,,,,          
,Non-Stop,2014,English,UK,Color,Action|Mystery|Thriller,7,air marshal|death|passenger|terrorist|transatlantic flight,Jaume Collet-Serra,200647,384,359,PG-13,0,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,,,,          
,The Book of Life,2014,English,USA,Color,Adventure|Animation|Comedy|Family|Fantasy|Romance,7.3,afterlife|bullfight|bullfighting|love triangle|mexico,Jorge R. Gutiérrez,45580,102,156,PG,1,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,,,,          
,Into the Storm,2014,English,USA,Color,Action|Thriller,5.8,danger|graduation|storm|teenage boy|tornado,Steven Quale,54101,210,228,PG-13,0,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,,,,          
,The Judge,2014,English,USA,Color,Crime|Drama,7.4,courtroom|dysfunctional family|indiana|lawyer|trial,David Dobkin,136973,275,276,R,1,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,,,,          
,Taken 3,2014,English,France,Color,Action|Thriller,6,betrayal|death|final showdown|murder|on the run,Olivier Megaton,133436,323,222,PG-13,0,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,,,,          
,Blended,2014,English,USA,Color,Comedy|Romance,6.5,blind date|children|date|daughter|son,Frank Coraci,87165,184,173,PG-13,0,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,,,,          
,The Interview,2014,English,USA,Color,Comedy,6.6,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,Evan Goldberg,247020,835,293,R,4,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,,,,          
,Lucy,2014,English,France,Color,Action|Sci-Fi|Thriller,6.4,brain capacity|drugs|fictional drug|one woman army|tough girl,Luc Besson,327367,918,433,R,0,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,,,,          
,Dumb and Dumber To,2014,English,USA,Color,Comedy,5.7,adoption|highway travel|road trip|sequel|stupidity,Bobby Farrelly,97045,285,218,PG-13,1,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,,,,          
,Unbroken,2014,English,USA,Color,Biography|Drama|Sport|War,7.2,emaciation|male nudity|plane crash|prisoner of war|torture,Angelina Jolie Pitt,103589,351,322,PG-13,0,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,,,,          
,The Other Woman,2014,English,USA,Color,Comedy|Romance,6,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,Nick Cassavetes,104481,189,191,PG-13,2,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,,,,          
,Horrible Bosses 2,2014,English,USA,Color,Comedy|Crime,6.3,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,Sean Anders,114294,187,196,R,7,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,,,,          
,Jersey Boys,2014,English,USA,Color,Biography|Drama|Music|Musical,6.9,band|music group|musical quartet|singer|song,Clint Eastwood,25465,190,249,R,1,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,,,,          
,Sex Tape,2014,English,USA,Color,Comedy,5.1,sex in a car|sex video|sexual desire|sexuality|undressing,Jake Kasdan,84382,158,201,R,2,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,,,,          
,A Million Ways to Die in the West,2014,English,USA,Color,Comedy|Western,6.1,dancing sheep|fetish|musical scene|racial humor|snake poison,Seth MacFarlane,136093,416,303,R,3,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,,,,          
,Dragon Nest: Warriors' Dawn,2014,English,China,Color,Adventure|Animation|Family|Fantasy,6.4,,Yuefeng Song,2169,18,4,,0,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,,,,          
,Dolphin Tale 2,2014,English,USA,Color,Drama|Family,6.4,dolphin|latex gloves|medical scrubs|purple gloves|turtle,Charles Martin Smith,6069,33,54,PG,0,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,,,,          
,Sabotage,2014,English,USA,Color,Action|Crime|Drama|Thriller,5.7,dea|drug cartel|kicked in the crotch|strip club|tough girl,David Ayer,47498,212,233,R,3,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,,,,          
