movie_title,title_year,language,country,duration,color,genres,imdb_score,plot_keywords,director_name,Actors_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,aspect_ratio,budget,gross,profit,facenumber_in_poster,movie_imdb_link,,,,
Unforgotten            ,2015,English,UK,45,Color,Crime|Drama,7.9,,,Bernard Hill |  Gemma Jones |  Nicola Walker,1824,9,2,,,,,0,2,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1,,,,          
Entourage            ,2015,English,USA,28,Color,Comedy|Drama,8.5,actor|fame|friendship between men|hollywood california|sitcom,,Debi Mazar |  Kevin Connolly |  Kevin Dillon,135643,145,52,TV-MA,1.78,,,0,2,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,,,,          
Shaun the Sheep            ,2015,English,UK,7,Color,Animation|Comedy|Family,8.3,farmer|mischief|no dialog|sheep|sheepdog,,Justin Fletcher |  John Sparkes |  Kate Harbour,7968,12,12,TV-G,,,,0,0,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,,,,          
Scream: The TV Series            ,2015,English,USA,45,Color,Crime|Drama|Horror|Mystery|Thriller,7.3,generation y|millennial generation|murder|teenage girl|throat slitting,,Bex Taylor-Klaus |  Bobby Campo |  Jason Wiles,18058,68,20,TV-14,16,,,0,0,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,,,,          
Secrets and Lies            ,2015,English,USA,43,Color,Crime|Drama,7.7,,,Dan Fogler |  Indiana Evans |  KaDee Strickland,6762,27,5,,16,,,0,0,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,,,,          
Empire            ,2015,English,USA,42,Color,Drama|Music,7.8,music business|new york city|record executive|record label|singer,,Ta'Rhonda Jones |  Gabourey Sidibe |  Malik Yoba,27418,92,22,TV-14,16,,,0,2,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,,,,          
Deadline Gallipoli            ,2015,English,Australia,197,Color,Drama|War,7.4,gallipoli|tv mini series|world war one,,Rachel Griffiths |  Jessica De Gouw |  Luke Ford,299,1,,,,15000000,,-15000000,0,http://www.imdb.com/title/tt3458030/?ref_=fn_tt_tt_1,,,,          
Batman v Superman: Dawn of Justice,2016,English,USA,183,Color,Action|Adventure|Sci-Fi,6.9,based on comic book|batman|sequel to a reboot|superhero|superman,Zack Snyder,Henry Cavill |  Lauren Cohan |  Alan D. Purwin,371639,3018,673,PG-13,2.35,250000000,330249062,80249062,0,http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1,,,,          
Captain America: Civil War,2016,English,USA,147,Color,Action|Adventure|Sci-Fi,8.2,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,Anthony Russo,Robert Downey Jr. |  Scarlett Johansson |  Chris Evans,272670,1022,516,PG-13,2.35,250000000,407197282,157197282,0,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,,,,          
Star Trek Beyond,2016,English,USA,122,Color,Action|Adventure|Sci-Fi|Thriller,7.5,hatred|sequel|space opera|star trek|third part,Justin Lin,Sofia Boutella |  Melissa Roxburgh |  Lydia Wilson,53607,432,322,PG-13,2.35,185000000,130468626,-54531374,4,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,,,,          
The Legend of Tarzan,2016,English,USA,110,Color,Action|Adventure|Drama|Romance,6.6,africa|capture|jungle|male objectification|tarzan,David Yates,Christoph Waltz |  Alexander Skarsgård |  Casper Crump,42372,239,248,PG-13,2.35,180000000,124051759,-55948241,2,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,,,,          
X-Men: Apocalypse,2016,English,USA,144,Color,Action|Adventure|Sci-Fi,7.3,mutant|superhero|superhero team|x men|year 1983,Bryan Singer,Jennifer Lawrence |  Michael Fassbender |  Tye Sheridan,148379,622,396,PG-13,2.35,178000000,154985087,-23014913,6,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,,,,          
Suicide Squad,2016,English,USA,123,Color,Action|Adventure|Comedy|Sci-Fi,6.9,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,David Ayer,Will Smith |  Robin Atkin Downes |  Ike Barinholtz,118992,971,418,PG-13,2.35,175000000,161087183,-13912817,8,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,,,,          
The Jungle Book,2016,English,UK,106,Color,Adventure|Drama|Family|Fantasy,7.8,fire|jungle|remake|tiger|wolf,Jon Favreau,Scarlett Johansson |  Bill Murray |  Garry Shandling,106072,398,370,PG,1.85,175000000,362645141,187645141,0,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,,,,          
Independence Day: Resurgence,2016,English,USA,120,Color,Action|Adventure|Sci-Fi,5.5,alien|battle|defense|independence day|mothership,Roland Emmerich,Vivica A. Fox |  Sela Ward |  Judd Hirsch,58137,520,286,PG-13,2.35,165000000,102315545,-62684455,0,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,,,,          
Godzilla Resurgence,2016,Japanese,Japan,120,Color,Action|Adventure|Drama|Horror|Sci-Fi,8.2,blood|godzilla|monster|sequel,Hideaki Anno,Mark Chinnery |  Shin'ya Tsukamoto |  Atsuko Maeda,374,13,1,,2.35,,,0,0,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,,,,          
Alice Through the Looking Glass,2016,English,USA,113,Color,Adventure|Family|Fantasy,6.4,clock|dark fantasy|mad hatter|queen|sequel,James Bobin,Johnny Depp |  Alan Rickman |  Anne Hathaway,21352,131,218,PG,1.85,170000000,76846624,-93153376,1,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,,,,          
Warcraft,2016,English,USA,123,Color,Action|Adventure|Fantasy,7.3,based on video game|fictional language|fictional war|orc|sword and sorcery,Duncan Jones,Dominic Cooper |  Callum Rennie |  Ruth Negga,111609,781,275,PG-13,2.35,160000000,46978995,-113021005,0,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,,,,          
The Legend of Tarzan,2016,English,USA,110,Color,Action|Adventure|Drama|Romance,6.6,africa|capture|jungle|male objectification|tarzan,David Yates,Christoph Waltz |  Alexander Skarsgård |  Casper Crump,42372,239,248,PG-13,2.35,180000000,124051759,-55948241,2,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,,,,          
Ghostbusters,2016,English,USA,116,Color,Action|Comedy|Fantasy|Sci-Fi,5.5,ghost|ghostbuster|ghostbusters|male objectification|reboot,Paul Feig,Ed Begley Jr. |  Kate McKinnon |  Zach Woods,69757,1211,464,PG-13,2.35,144000000,118099659,-25900341,4,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,,,,          
Kung Fu Panda 3,2016,English,USA,95,Color,Action|Adventure|Animation|Comedy|Family,7.2,china|kung fu|panda|pig|village,Alessandro Carloni,J.K. Simmons |  Angelina Jolie Pitt |  Wayne Knight,64322,145,210,PG,2.35,145000000,143523463,-1476537,0,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,,,,          
Gods of Egypt,2016,English,USA,126,Color,Action|Adventure|Fantasy,5.5,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,Alex Proyas,Gerard Butler |  Elodie Yung |  Bryan Brown,51892,273,184,PG-13,2.35,140000000,31141074,-108858926,4,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,,,,          
The BFG,2016,English,UK,117,Color,Adventure|Family|Fantasy,6.8,cannibal|evil brother|giant|london england|queen,Steven Spielberg,Mark Rylance |  Penelope Wilton |  Rafe Spall,12572,106,252,PG,2.35,140000000,52792307,-87207693,0,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,,,,          
Godzilla Resurgence,2016,Japanese,Japan,120,Color,Action|Adventure|Drama|Horror|Sci-Fi,8.2,blood|godzilla|monster|sequel,Hideaki Anno,Mark Chinnery |  Shin'ya Tsukamoto |  Atsuko Maeda,374,13,1,,2.35,,,0,0,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,,,,          
Jason Bourne,2016,English,UK,123,Color,Action|Thriller,7.1,black ops|chase|cia|cia agent|repeated scene,Paul Greengrass,Matt Damon |  Riz Ahmed |  Ato Essandoh,40123,297,267,PG-13,2.35,120000000,108521835,-11478165,0,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,,,,          
The Huntsman: Winter's War,2016,English,USA,120,Color,Action|Adventure|Drama|Fantasy,6.1,based on fairy tale|dark fantasy|fairy tale|second part|sequel,Cedric Nicolas-Troyan,Chris Hemsworth |  Sam Claflin |  Charlize Theron,37750,134,231,PG-13,2.35,115000000,47952020,-67047980,2,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,,,,          
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,English,USA,112,Color,Action|Adventure|Comedy|Sci-Fi,6.3,based on comic book|brother brother relationship|rat|sequel|turtle,Dave Green,Stephen Amell |  Noel Fisher |  Brad Garrett,17533,115,181,PG-13,2.35,135000000,81638674,-53361326,,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,,,,          
Allegiant,2016,English,USA,120,Color,Action|Adventure|Mystery|Sci-Fi|Thriller,5.8,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,Robert Schwentke,Naomi Watts |  Theo James |  Zoë Kravitz,44296,144,181,PG-13,2.35,110000000,66002193,-43997807,3,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,,,,          
Ben-Hur,2016,English,USA,141,Color,Adventure|Drama|History,6.1,,Timur Bekmambetov,Morgan Freeman |  Ayelet Zurer |  Moises Arias,57,1,1,PG-13,2.35,,,0,2,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,,,,          
Now You See Me 2,2016,English,USA,129,Color,Action|Adventure|Comedy|Crime|Mystery|Thriller,6.9,card trick|london england|magician|rain machine|rooftop,Jon M. Chu,Daniel Radcliffe |  Morgan Freeman |  Sanaa Lathan,40862,139,196,PG-13,2.35,90000000,64685359,-25314641,6,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,,,,          
The Secret Life of Pets,2016,English,Japan,87,Color,Animation|Comedy|Family,6.8,animal control|lost animal|mongrel|pet|terrier,Yarrow Cheney,Steve Coogan |  Eric Stonestreet |  Albert Brooks,24407,155,165,PG,1.85,75000000,323505540,248505540,0,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,,,,          
The Angry Birds Movie,2016,English,USA,97,Color,Action|Animation|Comedy|Family,6.3,butt|downward duck|fish|kingfisher|pig,Clay Kaytis,Peter Dinklage |  Josh Gad |  Keegan-Michael Key,27130,126,141,PG,1.85,73000000,107225164,34225164,0,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,,,,          
The Finest Hours,2016,English,USA,117,Color,Action|Drama|History|Thriller,6.8,1950s|coast guard|oil tanker|sinking ship|survival,Craig Gillespie,Michael Raymond-James |  Abraham Benrubi |  Graham McTavish,27481,113,178,PG-13,2.35,,27550735,27550735,0,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,,,,          
London Has Fallen,2016,English,UK,99,Color,Action|Crime|Drama|Thriller,5.9,british|funeral|good versus evil|mole|sequel,Babak Najafi,Gerard Butler |  Radha Mitchell |  Julian Kostov,69484,323,225,R,2.35,60000000,62401264,2401264,3,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,,,,          
Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,English,China,119,Color,Action|Adventure|Fantasy,6,buddhism|demon|journey to the west|monk|monkey king,Pou-Soi Cheang,Li Gong |  Aaron Kwok |  Eddie Peng,1212,9,14,,2.35,68005000,,-68005000,1,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,,,,          
Deadpool,2016,English,USA,108,Color,Action|Adventure|Comedy|Romance|Sci-Fi,8.1,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,Tim Miller,Ryan Reynolds |  Ed Skrein |  Stefan Kapicic,479047,1058,579,R,2.35,58000000,363024263,305024263,0,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,,,,          
Central Intelligence,2016,English,USA,107,Color,Action|Comedy|Crime,6.6,accountant|blooper|espionage|facebook|high school reunion,Rawson Marshall Thurber,Dwayne Johnson |  Thomas Kretschmann |  Megan Park,33354,110,177,PG-13,2.35,50000000,126088877,76088877,2,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,,,,          
13 Hours,2016,English,USA,144,Color,Action|Drama|Thriller|War,7.4,based on true story|cia agent|libya|mercenary|u.s. ambassador,Michael Bay,Toby Stephens |  James Badge Dale |  David Costabile,47764,219,204,R,2.35,50000000,52822418,2822418,0,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,,,,          
Free State of Jones,2016,English,USA,139,Color,Action|Biography|Drama|History|War,6.7,american civil war|civil war|u.s. civil war,Gary Ross,Matthew McConaughey |  Donald Watkins |  Jessica Collins,3077,47,79,R,1.85,50000000,20389967,-29610033,1,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,,,,          
Zoolander 2,2016,English,USA,102,Color,Comedy,4.8,chosen one|fashion|fashion model|model|retired,Ben Stiller,Milla Jovovich |  Will Ferrell |  Justin Theroux,34964,150,226,PG-13,2.35,50000000,28837115,-21162885,4,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,,,,          
The Infiltrator,2016,English,UK,127,Color,Biography|Crime|Drama|Thriller,7.3,,Brad Furman,Joseph Gilgun |  Amy Ryan |  Olympia Dukakis,2581,29,72,R,2.35,25000000,14946229,-10053771,1,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,,,,          
The Conjuring 2,2016,English,USA,134,Color,Horror|Mystery|Thriller,7.8,based on supposedly true story|house|paranormal investigating|psychic|second part,James Wan,Javier Botet |  Frances O'Connor |  Robin Atkin Downes,64989,279,300,R,2.35,40000000,102310175,62310175,0,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,,,,          
Ride Along 2,2016,English,USA,102,Color,Action|Comedy,5.9,computer hacker|crime boss|detective|drugs|wedding,Tim Story,Olivia Munn |  Nadine Velazquez |  Bruce McGill,28621,58,119,PG-13,2.35,40000000,90835030,50835030,0,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,,,,          
The 5th Wave,2016,English,USA,112,Color,Action|Adventure|Sci-Fi|Thriller,5.2,alien|attack|based on novel|based on young adult novel|fear,J Blakeson,Chloë Grace Moretz |  Maggie Siff |  Nick Robinson,55617,266,194,PG-13,2.35,38000000,34912982,-3087018,0,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,,,,          
How to Be Single,2016,English,USA,110,Color,Comedy|Romance,6.1,motor scooter|new york city|newborn baby|scooter|single,Christian Ditter,Alison Brie |  Damon Wayans Jr. |  Nicholas Braun,39440,83,148,R,2.35,38000000,46813366,8813366,4,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,,,,          
Neighbors 2: Sorority Rising,2016,English,USA,92,Color,Comedy,6,bare chested male|gay|gay best friend|gay man|gay marriage proposal,Nicholas Stoller,Chloë Grace Moretz |  Ike Barinholtz |  Kiersey Clemons,28041,111,177,R,2.35,35000000,55291815,20291815,0,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,,,,          
Criminal,2016,English,UK,113,Color,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,6.3,cia|husband wife relationship|memory|tied up while barefoot|violence,Ariel Vromen,Gary Oldman |  Jordi Mollà |  Doug Cockle,17319,100,130,R,2.35,31500000,14268533,-17231467,2,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,,,,          
Ghostbusters,2016,English,USA,116,Color,Action|Comedy|Fantasy|Sci-Fi,5.5,ghost|ghostbuster|ghostbusters|male objectification|reboot,Paul Feig,Ed Begley Jr. |  Kate McKinnon |  Zach Woods,69790,1211,464,PG-13,2.35,144000000,118099659,-25900341,4,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,,,,          
Sausage Party,2016,English,USA,89,Color,Adventure|Animation|Comedy|Fantasy,7.5,bread|coarse language|f word|sausage|tricked into lesbian sex,Greg Tiernan,James Franco |  Salma Hayek |  Anders Holm,3302,14,65,R,1.85,19000000,,-19000000,0,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,,,,          
The Boss,2016,English,USA,99,Color,Comedy,5.3,business|girl scouts|orphanage|overweight woman|quitting a job,Ben Falcone,Peter Dinklage |  Tyler Labine |  Ben Falcone,16984,96,154,R,1.85,29000000,63034755,34034755,1,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,,,,          
Florence Foster Jenkins,2016,English,UK,110,Color,Biography|Comedy|Drama|Music|Romance,7.1,heiress|opera singer|platonic marriage|singer|singing,Stephen Frears,Meryl Streep |  Nina Arianda |  John Sessions,2167,32,87,PG-13,2.35,29000000,,-29000000,3,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,,,,          
Pride and Prejudice and Zombies,2016,English,USA,108,Color,Action|Horror|Romance,5.8,based on novel|damsel in distress|deception|england|zombie,Burr Steers,Matt Smith |  Bella Heathcote |  Sam Riley,23775,134,225,PG-13,2.35,28000000,10907291,-17092709,0,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,,,,          
The Jungle Book,2016,English,UK,106,Color,Adventure|Drama|Family|Fantasy,7.8,fire|jungle|remake|tiger|wolf,Jon Favreau,Scarlett Johansson |  Bill Murray |  Garry Shandling,106221,398,370,PG,1.85,175000000,362645141,187645141,0,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,,,,          
Money Monster,2016,English,USA,98,Color,Crime|Drama|Thriller,6.7,death|hostage|money|shot in the chest|shot in the heart,Jodie Foster,Julia Roberts |  Jack O'Connell |  Chris Bauer,19611,103,268,R,2.35,27000000,41008532,14008532,1,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,,,,          
Eddie the Eagle,2016,English,UK,106,Color,Biography|Comedy|Drama|Sport,7.5,1988 winter olympics|coach|ski jumper|winter|winter olympics,Dexter Fletcher,Hugh Jackman |  Taron Egerton |  Tim McInnerny,32507,119,216,PG-13,2.35,23000000,15785632,-7214368,3,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,,,,          
Jane Got a Gun,2016,English,USA,98,Color,Action|Drama|Western,5.8,brothel|death of husband|ex lover|haunted by the past|redemption,Gavin O'Connor,Natalie Portman |  Noah Emmerich |  Boyd Holbrook,8885,56,123,R,2.35,25000000,1512815,-23487185,0,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,,,,          
Eddie the Eagle,2016,English,UK,106,Color,Biography|Comedy|Drama|Sport,7.5,1988 winter olympics|coach|ski jumper|winter|winter olympics,Dexter Fletcher,Hugh Jackman |  Taron Egerton |  Tim McInnerny,32513,119,216,PG-13,2.35,23000000,15785632,-7214368,3,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,,,,          
Our Kind of Traitor,2016,English,UK,108,Color,Thriller,6.4,based on novel|male frontal nudity|male nudity|male rear nudity,Susanna White,Radivoje Bukvic |  Pawel Szajda |  Grigoriy Dobrygin,2587,21,134,R,2.35,,3108216,3108216,2,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,,,,          
"Hail, Caesar!",2016,English,UK,106,Color,Comedy|Mystery,6.4,50s|film within a film|hollywood|illegitimate pregnancy|twins,Ethan Coen,Scarlett Johansson |  Channing Tatum |  Alden Ehrenreich,60926,302,423,PG-13,1.85,22000000,29997095,7997095,5,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,,,,          
Me Before You,2016,English,UK,110,Color,Drama|Romance,7.6,accident|caretaker|economic hardship|quadriplegic|wheelchair,Thea Sharrock,Sam Claflin |  Emilia Clarke |  Brendan Coyle,44723,130,151,PG-13,2.35,20000000,56154094,36154094,0,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,,,,          
Bad Moms,2016,English,USA,100,Color,Comedy,6.7,lesbian kiss|mom|pta|reference to mad max|scene during end credits,Jon Lucas,Mila Kunis |  Jay Hernandez |  Jada Pinkett Smith,4654,46,81,R,,20000000,55461307,35461307,9,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,,,,          
Risen,2016,English,USA,107,Color,Action|Adventure|Drama|Mystery,6.3,biblical|crucifixion|judea|resurrection|roman soldier,Kevin Reynolds,Peter Firth |  Jan Cornet |  María Botto,12276,117,122,PG-13,2.35,20000000,36874745,16874745,2,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,,,,          
Nerve,2016,English,USA,96,Color,Adventure|Crime|Mystery|Sci-Fi|Thriller,7.1,dare|game|knocked out|motorcycle|online game,Henry Joost,Samira Wiley |  Marc John Jefferies |  Emily Meade,4303,35,86,PG-13,,20000000,28876924,8876924,0,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,,,,          
Triple 9,2016,English,USA,115,Color,Action|Crime|Drama|Thriller,6.3,betrayal|corrupt cop|heist|murder of a police officer|police detective,John Hillcoat,Kate Winslet |  Norman Reedus |  Clifton Collins Jr.,32567,106,214,R,2.35,20000000,12626905,-7373095,3,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,,,,          
Hands of Stone,2016,English,Panama,105,Color,Action|Biography|Drama|Sport,7.2,boxer|boxing|three word title,Jonathan Jakubowicz,Robert De Niro |  Jurnee Smollett-Bell |  Edgar Ramírez,178,1,,R,,20000000,,-20000000,0,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,,,,          
Fight Valley,2016,English,USA,90,Color,Action|Drama,5,,Rob Hawk,Kari J. Kramer |  Erin O'Brien |  Cabrina Collesides,60,6,6,,,27000000,,-27000000,4,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,,,,          
Indignation,2016,Hebrew,USA,110,Color,Drama,7.8,based on novel,James Schamus,Logan Lerman |  Sarah Gadon |  Tracy Letts,550,3,63,R,2,,560512,560512,0,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,,,,          
